id,name,email,phone_number,age,gender,city,country,registration_date,last_login,purchase_amount,product_category,feedback_score
135,Sarah Williams,sarah.williams@mail.net,659-472-2882,57,Female,Los Angeles,USA,12-10-2024,16-10-2024 12:51,,Electronics,3
297,Sarah Brown,sarah.brown@mail.net,3211100109,35,Malee,Chicago,Germany,07-02-2020,11-07-2020 22:17,,Food,1
626,John Brown,john.brown@mail.net,'+1 693 820 6942,50,Other,Phoenix,Australia,24-09-2021,12/25/2022 20:28,393.61,Food,4
491,Jane Williams,jane.williams@test.org,046-555-1364,27,Male, San Diego ,Germanyq,16-09-2020,06-02-2021 22:06,750.59,Books,2
765,Emily Jones,emily.jones@mail.net,(410) 386-3840,18,Female,Chicago,Germany,09-12-2022,08-01-2023 07:35,847.64,Electronics,5
854,Peter Smith,peter.smith@mail.net,1716114607,26,Male,San Antonio,France,30-01-2025,10-02-2025 13:50,170.58,Food,3
612,Jane Miller,jane.miller@example.com,(485) 344-0138,25,Other,San Diego,Franceq,09/21/2022,04-01-2023 03:26,760.01,Clothing,4
330,John Brown,john.brown@mail.net,6877937856,60,Male,Chicago,India,03-05-2020,04/19/2025 05:16,521.44,Clothing,4
437,John Williams,john.williams@example.com,821-628-8743,26,Female,,India,08-07-2023,06-09-2024 04:04,236.96,Home Goods,4
136,Jane Smith,jane.smith@mail.net,4830314191#,37,Other,Chicago,Mexico,19-12-2024,27-01-2025 09:41,591.66,Sports,10
981,Emily Brown,emily.brown@test.org,,34,Other,Phoenix,India,06/18/2024,29-06-2025 22:44,98.53,Home Goods,1
347,Michael Wilson,michael.wilson@mail.net,'+1 391 772 0755,39,Otheer,Los Angeles,USAz,06-03-2025,05-05-2025 17:10,664.34,Sports,3
138,Sarah Wilson,sarah.wilson@example.com,(847) 352-1284,46,Feemalee,Phoenix,USA,02/14/2022,23-01-2024 11:08,327.03,Electronics,4
463,Peter Miller,peter.miller@mail.net,(139) 025-4150,25,Male,New York,France,18-05-2023,11/28/2023 14:04,662.16,Electronics,5
27,Peter Wilson,,'+1 514 118 9533,23,Male,San Antonio,USA,10-10-2020,10/14/2021 10:10,213.89,Books,2
754,D@vid Miller,david.millertest.org,'+1 734 798 4600#,40,Male,San Diego,Australia,09-08-2022,17-11-2022 20:19,393.35,Clothing,3
469,Mary Jones,mary.jones@example.com,1867522052,,Female,Los Angeles,Australia,06-06-2021,22-07-2025 09:00,954.95,B00ks,5
873,Peter Williams,,8683418690,67,Otheer,Phoenix,Canada,06/14/2024,04-02-2025 18:04,459.38,Food,3
767,John Miller,john.millermail.net,3880716914,57,FEMALE,San Dieg0,Germany,26-08-2020,04-01-2021 04:48,893.27,Food,4
180,David Miller,david.miller@test.org,(477) 226-4537,22,Male,San Antonio,Australia,01-08-2022,03/17/2024 17:45,484.71,Home Goods,2
350,David Doe,david.doe@mail.net,025-679-4716,150,Male,Houston,Canada,05-03-2023,,10.73,Food,3
77,Emily Smith,emily.smith@test.org,(762) 205-6923,36,Other,Philadelphia,USA,22-06-2020,21-01-2023 23:55,14.44,Electronics,3
646,Sarah Smith,sarah.smith@mail.net,,42,Male,Ph0enix,Canada,23-05-2021,03-11-2023 12:24,607.4,Books,1
791,Emily Williams,emily.williams@example.com,,24,MALE,San Antonio,UK,28-06-2025,07-03-2025 01:38,59.12,Food,1
70,Jane Doe,jane.doe@example.com,'+1 277 959 9190,70,Other,Houston,Canada,01-09-2024,31-05-2025 08:57,181.51,Home Goods,1
459,Sarah Jones,sarah.jones@test.org,279-206-4386,40,MALE,San Antonio,Mexico,28-04-2021,03-05-2025 05:07,786.06,Electronics,1
989,David Davis,david.davis@example.com,192-622-8391,54,Other,San Antonio,Canada,15-01-2021,07-10-2021 11:30,274.36,Food,4
56,Jane Miller,jane.miller@test.org,,25,Female,Los Angeles,Mexico,15-06-2023,07-07-2024 04:33,907.22,Electronics,3
625,David Wilson,david.wilson@test.org,1962166545,25,Female,Houston,France,20-02-2025,06/18/2025 09:09,750.18,Food,1
925,Emily Davis,emily.davis@mail.net,'+1 274 165 9754,38,Other,Philadelphia,Canada,22-04-2020,07/19/2024 22:21,543.79,Books,2
540,Jane Davis,jane.davis@test.org,(797) 632-7893,42,Male,New York,Mexico,02-06-2022,09-03-2024 00:46,663.75,Books,2
627,David Brown,david.brown@mail.net,462-794-6084,30,Male,Philadelphia,India,14-10-2020,16-08-2023 15:15,513.6,Food,0
28,Sarah Jones,sarah.jones@test.org,,29,FEMALE,Philadelphia,Australia,03-09-2023,20-06-2025 01:03,690.82,Food,4
160,Michael Wilson,michael.wilson@test.org,'+1 340 996 3953,49,Other,Phoenix,Mexico,12-07-2022,22-12-2023 23:59,619.39,Electronics,1
600,Peter Williams,peter.williamsexample.com,,37,Female,New York,Germany,16-05-2025,,245.09,Clothing,1
400,David Wilson,david.wilson@example.com,992-157-0004,26,Other,San Diego,Mexico,08/20/2020,31-10-2023 19:13,63.98,Sports,4
175,David Williams,,101-582-6049,,Male, Philadelphia ,Germany,20-02-2024,15-05-2025 16:37,581.79,Electronics,2
814,Emily Smith,emily.smith@example.com,240-759-5356,25,Male,San Antonio,Mexico,04/26/2022,05/20/2023 03:09,995.63,Books,1
144,Peter Wilson,peter.wilsonexample.com,7989538561,56,Female,Houston,Mexico,22-04-2023,13-11-2023 08:36,194.89,Food,3
910,David Wilson,david.wilson@test.org,039-083-9508,52,Male,San Diego,USA,05/31/2020,10-10-2021 04:14,581.92,Sports,1
287,Emily Doe,emily.doe@test.org,118-568-3465,32,Male,Phoenix,Germany,04/25/2021,25-09-2022 10:49,203.55,Food,3
651,Mary Miller,mary.miller@test.org,'+1 086 381 2080,49,FEMALE,Chicago,Germany,29-04-2025,28-05-2025 20:33,129.73,Food,2
475,David Wilson,david.wilson@example.com,,48,Male,Philadelphia,Mexico,07/23/2021,05-12-2022 08:26,39.57,Electronics,3
467,Mary Wilson,mary.wilson@mail.net,'+1 363 386 5890,20,FEMALE,Philadelphia,Australia,31-01-2025,10-06-2025 11:34,687.46,Clothing,1
785,Jane Smith,jane.smith@test.org,'+1 656 639 4252,18,Other,Los Angeles,Germany,18-04-2024,,646.72,Sports,5
74,Sarah Miller,sarah.miller@mail.net,109-264-1011,70,Male,Phoenix,USA,25-07-2020,21-03-2024 03:00,890.71,Sports,4
631,Mary Miller,mary.miller@example.com,'+1 564 809 3502,70,Male,San Diego,India,03-02-2021,24-03-2022 17:48,192.88,Home Goods,5
15,John Smith,john.smith@test.org,'+1 116 510 3636,62,Male,San Antonio,France,20-05-2023,07-04-2023 07:16,591.82,Home Goods,0
264,David Miller,david.miller@mail.net,(703) 333-7078!,56,Female,New York,India,02/22/2024,,219.81,Clothing,2
613,John Brown,john.brown@mail.net,449-521-6961,34,Other,Houston,Germany,26-04-2022,13-06-2023 14:55,884.73,Home Goods,1
43,Michael Davis,michael.davis@mail.net,513429024,58,Female,San Diego,USAx,07/23/2022,06-11-2024 04:06,324.24,Electronics,4
151,  Mary Williams  ,mary.williams@mail.net,'+1 330 280 5639,60,Female,San Dieg0,Germany,01-09-2020,27-07-2023 10:01,288.87,Home Goods,2
813,Emily Davis,emily.davis@mail.net,'+1 942 226 1996,64,Other,Chicago,Germany,12/30/2022,05-10-2024 16:38,772.51,Food,1
878,M@ry Doe,mary.doe@example.com,'+1 434 003 3423!,38,Male,San Antonio,Mexico,25-08-2020,26-12-2021 17:04,188.91,Clothing,5
953,Jane Davis,jane.davis@mail.net,'+1 566 415 0819,38,Male,Philadelphia,Mexico,11-01-2020,05-04-2024 10:56,949.8,Sports,4
582,Jane Jones,jane.jones@mail.net,(600) 193-1077,67,male,San Diego,Germany,03-05-2020,24-09-2020 21:54,275.58,Clothing,5
591,Mich@el Wilson,michael.wilson@test.org,,50,Other, New York ,India,08/19/2024,25-05-2025 20:24,472.15,Electronics,1
836,Mary Wilson,mary.wilson@test.org,4007564369,,Other,,Australia,21-04-2021,17-05-2021 23:42,581.16,Food,3
211,Sarah Williams,sarah.williams@test.org,,64,Male,New York,India,06/30/2024,07/16/2025 16:00,566.29,Home Goods,5
635,David Jones,david.jones@mail.net,(395) 602-4727,45,Other,San Diego,USA,07-09-2024,04-07-2025 23:08,159.09,Books,5
906,Emily Miller,emily.miller@test.org,(888) 729-8157,57,Other,Houston,USA,07-08-2023,12-03-2024 06:57,314.35,Clothing,5
372,Emily Doe,,(331) 787-5210,63,Male,Chicago,India,01-01-2021,,105.37,Books,4
277,John Miller,john.miller@mail.net,1398816467,41,Female,New York,Mexico,22-08-2020,01/31/2024 03:07,534.61,Food,1
645,Emily Davis,emily.davis@example.com,721-068-8320,48,Male,Chicago,Germany,30-08-2020,11-08-2022 22:29,758.87,Electronics,1
757,Sarah Jones,sarah.jones@example.com,9643232496,20,Male,Philadelphia,India,21-08-2024,12-01-2024 11:05,680.99,Food,4
684,John Jones,john.jones@test.org,(063) 763-7785,22,Other,Phoenix,Narnia,11-08-2022,11/13/2023 02:45,717.99,Sports,5
564,Peter Williams,peter.williams@mail.net,5574209694,19,Male,Chicago,Australia,11-03-2024,25-01-2025 05:44,538.53,Clothing,3
201,Emily Miller,emily.miller@mail.net,'+1 307 855 4478,62,Female,,Australia,22-09-2020,04-07-2025 22:13,321.99,Clothing,1
764,Emily Brown,emily.brown@test.org,589118944,27,Male,Phoenix,Germany,07-03-2023,01-05-2025 22:55,977.99,Food,5
874,Sarah Doe,sarah.doe@test.org,3701360121,20,Female,San Diego,USA,03-03-2025,20-06-2025 21:40,896.22,Food,2
996,Michael Davis,michael.davis@mail.net,(587) 140-5760,18,Male,Los Angeles,USA,03-06-2024,07/31/2024 10:38,597.68,Books,1
773,Emily Brown,emily.brown@test.org,(905) 234-2151,35,Other,Houston,Australia,16-01-2025,19-06-2025 13:50,336.73,Food,2
163,Sarah Smith,sarah.smith@mail.net,(963) 890-2173,,Female,Houston,France,20-06-2020,,,Electronics,4
410,John Miller,john.miller@test.org,(393) 613-3425,44,Malee,New York,Mexico,04-10-2021,04/14/2024 03:01,720.44,Clothing,5
557,John Williams,john.williams@mail.net,3840331222,48,Male,San Diego,Mexico,08/19/2023,23-11-2023 01:55,703.17,Clothing,2
959,Mary Wilson,mary.wilson@mail.net,(133) 682-0774,47,Other,Houston,USA,05-11-2022,11/29/2023 04:17,390.1,Clothing,4
172,Michael Jones,michael.jones@example.com,'+1 774 141 9233,,Female,Philadelphia,Germanyx,07-11-2023,17-05-2024 22:34,834.02,Books,4
724,Mary Smith,mary.smith@example.com,(182) 238-4075,54,Other,Philadelphia,Mexico,12-04-2021,11-05-2025 03:21,133.43,Electronics,5
577,Michael Brown,michael.brown@mail.net,2773491821,,Male,,Germany,01/30/2022,17-08-2022 21:04,506.63,Electronics,4
129,Sarah Brown,sarah.brown@example.com,(179) 674-9007,35,other,Chicago,USA,12-11-2020,07-01-2022 09:52,855.77,Electronics,2
834,John Williams,john.williams@example.com,(765) 328-7758,46,Female,Houston,USA,03/27/2024,02-04-2025 12:42,984.72,Sports,4
103,John Doe,john.doe@test.org,5431620237,38,Female,San Antonio,Germany,12-11-2021,13-04-2022 13:01,826.23,Books,2
172,Michael Jones,michael.jones@example.com,'+1 774 141 9233,,Female,Philadelphia,Germanyx,07-11-2023,17-05-2024 22:34,834.02,Books,4
551,John Doe,john.doe@mail.net,(981) 009-0700,31,Other,New York,Canada,07/28/2024,08-06-2025 04:50,813.53,Home Goods,2
493,Sarah Jones,sarah.jones@test.org,(140) 043-1555,58,Otheer,San Dieg0,France,08-12-2023,10-08-2024 12:22,268.73,Electronics,4
24,  David Brown  ,david.brown@test.org,(557) 084-4832,31,Other,Los Angeles,India,06-02-2022,13-06-2024 05:52,810.14,Food,4
788,Michael Brown,michael.brown@test.org,412-815-1628,50,Male,Philadelphia,USA,02/14/2023,22-01-2025 12:57,238.68,Electronics,2
693,Emily Williams,emily.williams@mail.net,047-747-3631,50,Other,Houston,UK,01/17/2020,12/17/2021 05:46,858.94,Electronics,5
254,Sarah Doe,sarah.doe@mail.net,679-055-4580,56,Male,New York,UK,13-12-2021,11-12-2022 04:18,441.66,Sports,5
736,David Smith,david.smith@example.com,030-393-4964,,Female,Los Angeles,Germany,01-01-2024,04-12-2024 04:59,50000,Electronics,3
622,Peter Doe,peter.doe@example.com,(234) 742-4303,64,Other,New York,USA,09/28/2020,27-10-2023 03:44,,Books,5
516,David Jones,david.jones@example.com,3138066486,19,Male,Chicago,France,03/17/2020,,267.9,Books,4
505,Jane Jones,jane.jones@mail.net,893166129,22,MALE,Houston,Canada,07-12-2022,24-10-2022 22:45,34.85,Clothing,2
470,Mary Doe,mary.doe@example.com,3055735580,23,Feemalee,Los Angeles,UK,01-10-2024,03-02-2025 19:37,518.27,Food,1
486,John Miller,john.miller@mail.net,067-078-9463,43,other,Houston,Australia,18-01-2025,05/18/2025 08:08,353.59,Home Goods,3
504,Jane Miller,jane.miller@mail.net,4722096372,60,Other,Phoenix,UK,06-07-2023,12-05-2024 03:45,564.43,Books,5
735,David Wilson,david.wilson@example.com,738-249-4375,56,Other,Chicago,USA,20-11-2021,15-09-2022 09:29,875.4,Home Goods,4
558,David Jones,david.jones@mail.net,2349177040,59,Other,Los Angeles,Germany,24-02-2020,12-03-2025 09:28,373.25,Electronics,2
905,Peter Smith,,'+1 549 648 8996,58,Other,New York,Germany,04-06-2024,23-06-2024 04:42,170.03,Home Goods,4
969,Michael Doe,michael.doe@test.org,960212842,41,Male,Philadelphia,France,07/21/2023,,315,Home Goods,2
849,Emily Wilson,emily.wilsonexample.com,(838) 518-7874,23,Male,San Diego,USA,03-05-2022,12-03-2023 13:46,477.23,Food,2
412,Peter Williams,peter.williams@example.com,'+1 281 806 5209,35,Male,,UK,26-03-2025,16-07-2025 10:55,362.9,Books,1
318,David Jones,david.jones@test.org,'+1 164 572 5432,34,Male,Los Angeles,Germany,30-12-2023,08-08-2024 13:42,627.92,Sports,4
770,Emily Davis,,6698987278,66,Male,San Antonio,Germany,20-04-2020,10-11-2023 10:56,37.51,Electronics,1
203,  Mary Brown  ,mary.brown@test.org,'+1 013 931 0646,19,Female,Phoenix,UK,23-02-2020,12-01-2024 18:59,810.29,Clothing,3
800,Jane Smith,jane.smith@mail.net,'+1 718 081 8520,59,Other,,India,09-06-2023,08-11-2024 04:43,717.47,Home Goods,3
653,Sarah Davis,sarah.davis@mail.net,(289) 089-3362,49,Malee,Houston,France,19-08-2023,04-03-2025 19:06,738.18,Home Goods,3
154,Jane Smith,jane.smith@mail.net,'+1 371 554 6051,51,Malee,Los Angeles,France,01/24/2020,,630.13,Sports,2
403,Jane Miller,jane.miller@test.org,5961235765,27,other,Chicago,Australia,14-11-2022,13-05-2023 21:42,413.4,Electronics,3
457,Sarah Wilson,sarah.wilson@mail.net,4408447858,28,Female,Los Angeles,Mexico,08/16/2022,07/27/2025 23:02,456.18,Clothing,1
60,  John Jones  ,john.jones@test.org,292719700,70,Male,San Antonio,USA,04/29/2024,09-02-2025 07:48,977.47,Clothing,5
265,John Jones,john.jones@test.org,2028950324,41,Female,San Antonio,UKx,06/14/2025,15-07-2025 18:31,165.82,Food,1
78,John Smith,john.smith@mail.net,(567) 582-1111,30,OTHER,Houston,India,07/21/2021,18-05-2022 19:22,269.71,Sports,1
898,Sarah Brown,sarah.brown@example.com,545-825-3139,70,Male,Ph0enix,Canada,11-12-2022,09/28/2024 16:39,428.66,Food,10
858,Jane Brown,jane.brown@mail.net,523-839-9390,69,Other,Chicago,UK,22-09-2021,07-07-2025 09:32,633.28,Electronics,3
730,Jane Davis,jane.davis@mail.net,3425726378,65,Female,San Antonio,Germany,23-02-2021,10-02-2024 10:58,736.7,Food,5
383,John Williams,john.williams@example.com,677-774-9077,28,OTHER,San Diego,India,15-10-2021,26-09-2023 21:05,820.66,Electronics,1
913,Jane Jones,jane.jones@example.com,417-804-5219!,29,Other,Phoenix,Mexico,10-04-2025,05-04-2025 21:28,-10,Home Goods,5
914,Sarah Wilson,,(157) 788-9190,60,Female,Philadelphia,Germany,10-09-2022,18-08-2024 15:47,673.61,Home Goods,4
242,David Smith,david.smith@mail.net,'+1 347 915 4021,70,Male,New York,France,18-09-2021,09-04-2022 10:57,558.48,Food,3
715,J@ne Jones,jane.jones@example.com,(368) 647-4643,23,Male,San Diego,Canada,03/24/2024,02-04-2024 08:39,516.3,Clothing,1
649,Mary Brown,mary.brown@test.org,'+1 072 873 9704,59,Other,Los Angeles,Canada,22-04-2021,08-11-2024 07:46,385.28,Electronics,2
340,Emily Davis,emily.davis@test.org,062-495-8291,52,Other,Houston,Germany,01-01-2021,28-02-2024 10:45,792.61,Electronics,1
1,Michael Davis,michael.davis@example.com,,19,Other,San Diego,UK,03-03-2025,20-06-2025 23:32,558.64,Books,3
960,Jane Doe,jane.doe@test.org,131-650-9718,51,Female,San Diego,France,27-06-2023,27-04-2025 09:03,632.86,Clothing,1
177,Emily Miller,emily.miller@test.org,676-268-3664,57,Male,San Dieg0,Mexico,04-09-2021,11-04-2024 20:24,647.96,Books,1
586,David Davis,david.davis@test.org,'+1 940 553 2905,30,Female,New York,India,02-04-2021,10-10-2021 02:15,940.56,Electronics,1
393,Sarah Miller,sarah.miller@test.org,7128037341,18,Female,,Australia,12-04-2021,02-09-2024 17:45,508.72,Home Goods,4
497,Sarah Davis,sarah.davis@example.com,8008350036,22,Other, Philadelphia ,France,10-02-2022,02-10-2024 21:34,999.66,Clothing,4
258,Sarah Doe,sarah.doe@test.org,'+1 491 477 7118,41,Female,San Antonio,Mexico,19-05-2021,11/19/2021 16:13,419.14,Electronics,1
748,Sarah Doe,sarah.doe@example.com,102-173-1898,21,female,Philadelphia,Mexico,04/16/2022,22-12-2023 17:08,,Sports,2
71,Jane Williams,jane.williams@example.com,(205) 301-3850,20,Female,Los Angeles,France,07/17/2024,,234.26,Electronics,4
67,Emily Doe,emily.doe@mail.net,,62,other,Chicago,USA,02-09-2021,21-04-2023 10:02,919.27,Home Goods,1
775,Peter Davis,peter.davis@example.com,652-064-9880,40,Female,Chicago,Mexico,26-05-2023,09-01-2024 02:49,737.36,Home Goods,1
278,Peter Jones,peter.jones@example.coom,'+1 372 509 8461,67,Other,San Diego,Mexico,18-12-2022,22-05-2025 03:01,828.94,Home Goods,5
512,Sarah Smith,sarah.smith@test.org,(749) 738-1896,200,Female,Phoenix,USA,09-01-2021,,947.1,Food,4
820,Mary Doe,mary.doe@mail.net,(859) 680-0856,68,Malee, Houston ,Mexico,12/21/2022,20-04-2024 19:20,602.5,Books,3
496,John Miller,john.miller@test.org,953-123-3212,58,Female,New York,Germany,15-02-2024,04-12-2025 11:19,619.73,Clothing,5
12,David Doe,david.doe@mail.net,(197) 564-2525,50,Female,Philadelphia,Germany,03-05-2021,19-04-2024 17:09,352.17,Books,5
373,Peter Jones,peter.jones@mail.net,(746) 348-0177,25,Female,Houston,USA,01-10-2023,,872.79,Food,10
59,David Smith,david.smith@example.com,3004475897,44,Other,Chicago,UK,27-09-2020,19-04-2025 16:25,,Clothing,5
426,John Jones,john.jones@mail.net,(534) 012-0826,64,Other,Philadelphia,USA,04-07-2020,23-03-2021 17:13,468.2,Electronics,4
280,Michael Williams,michael.williams@example.com,779-496-8992,65,Male,Houston,France,05-02-2022,10-07-2022 18:03,245.4,Electronics,1
727,Peter Jones,peter.jones@test.org,(509) 889-6213,150,Feemalee,Philadelphia,Canada,21-10-2024,,330.86,Sports,5
293,Emily Doe,emily.doe@test.org,(046) 756-5574,41,MALE,Los Angeles,USA,13-02-2025,25-06-2025 06:43,398.93,Food,4
209,Mary Davis,mary.davis@mail.net,,60a,Male,San Antonio,France,04-01-2022,16-07-2023 18:42,50000,Food,1
404,Sarah Brown,sarah.brown@mail.net,(775) 994-1391,43,Female,Chicago,France,05-09-2020,12/13/2020 04:05,692.71,Sports,6
398,Emily Williams,emily.williams@test.org,6605245384,43,Other,Houston,Canada,25-03-2023,19-06-2024 11:20,807.98,Clothing,4
62,Sarah Wilson,sarah.wilson@example.com,578164947,54,Other,San Diego,Australia,30-05-2021,25-06-2021 23:50,50000,Home Goods,5
342,David Brown,david.brown@test.org,419-995-6731,30,Female,,Germany,02/27/2022,,482.7,Electronics,5
620,Sarah Williams,sarah.williams@test.org,(068) 787-4532,48,FEMALE,Los Angeles,Australia,13-04-2024,27-06-2024 11:41,225.43,Electronics,2
292,Michael Smith,michael.smith@mail.net,(794) 433-4743,40,Female,Chicago,India,25-10-2020,08/20/2023 17:28,76.55,Books,1
302,John Williams,john.williams@example.com,170-337-1494,43,Female,New York,UK,31-05-2024,18-09-2024 16:26,706.76,Clothing,1
344,Sarah Smith,sarah.smith@example.com,(314) 616-0956,,Male,New York,Canada,19-01-2021,23-11-2023 07:59,912.71,Home Goods,3
237,Mary Miller,mary.miller@mail.net,,69,Other,Philadelphia,Australia,20-10-2022,01-10-2023 21:15,614.91,Home Goods,4
752,Sarah Wilson,sarah.wilson@test.org,(671) 355-5524,35,Male,Chicago,Australia,25-03-2022,05/16/2023 20:12,642.04,Books,5
392,Mary Doe,mary.doe@mail.net,,56,FEMALE,Los Angeles,India,23-10-2022,24-09-2023 22:48,365.79,Books,1
747,Michael Davis,michael.davis@example.com,'+1 445 634 8925,34,Male,Chicago,USA,01-06-2022,27-07-2025 17:17,553.56,Clothing,3
65,Michael Miller,michael.miller@mail.net,993389652,59,Female,Philadelphia,Australia,22-02-2024,03-04-2025 00:41,50000,Books,1
31,Mary Doe,mary.doe@test.org,392-510-7286,55,Female,San Diego,India,01-10-2022,02/15/2023 19:09,671.88,Home Goods,2
659,Jane Jones,jane.jones@mail.net,'+1 752 835 6790,64,Other,Houston,France,04/15/2020,22-06-2024 04:13,830.3,Books,2
349,Sarah Doe,sarah.doe@example.com,'+1 022 919 0097,27,Female,Los Angeles,Canada,08-12-2024,,121.69,Food,5
369,John Brown,john.brown@example.com,8658591499,66,Female,San Antonio,Canada,03/31/2021,30-05-2024 06:42,742.34,Electronics,1
431,Peter Brown,peter.brown@test.org,(158) 361-7585,58,Other,,Germany,15-02-2020,05-10-2025 17:30,866.55,Food,2
594,Michael Williams,michael.williams@example.com,'+1 061 871 0937,,Other,Philadelphia,USA,30-01-2021,14-02-2023 11:04,627.14,Clothing,3
546,Sarah Williams,sarah.williams@test.org,572761481,68,Other, Philadelphia ,France,06-07-2020,10-04-2024 09:18,300.32,Books,0
171,David Doe,david.doe@example.com,(072) 380-5954a,41,Male,Houston,USA,22-12-2021,07/13/2025 02:51,752.18,Books,6
464,Emily Jones,emily.jones@mail.net,7708423076,66,MALE,New York,USA,04-02-2021,14-12-2021 17:21,,Home Goods,4
562,David Jones,david.jones@test.org,'+1 398 165 6033,28,Male,New York,Mexico,30-06-2022,03-09-2022 15:15,736.72,Electronics,2
541,Michael Doe,michael.doe@test.org,9141365629,21,Female,New York,USA,03-10-2024,19-03-2025 04:12,889.47,Sports,3
856,Mary Brown,mary.brown@mail.net,(981) 586-3756,24,Male,,France,29-11-2020,11/30/2021 06:15,588.23,Electronics,5
44,Emily Doe,emily.doe@test.org,'+1 743 976 8550,61,Female,New York,Mexico,12-12-2023,24-11-2024 15:54,603.37,Clothing,5
718,Sarah Wilson,sarah.wilson@mail.net,800-919-9059,70,Other,Chicago,India,12/16/2020,06-10-2025 17:05,43.93,B00ks,1
885,Peter Brown,peter.brown@mail.net,7969795663,37,Male,Phoenix,France,11-09-2024,12/17/2024 13:08,878.91,Sports,3
495,Jane Doe,jane.doe@mail.net,'+1 910 059 3666,65,Male,San Antonio,USA,25-09-2020,19-04-2021 06:54,994.28,Food,1
646,Sarah Smith,sarah.smith@mail.net,,42,Male,Ph0enix,Canada,23-05-2021,03-11-2023 12:24,607.4,Books,1
933,John Smith,john.smith@test.org,140-818-6869,48,Other,Phoenix,Atlantis,18-02-2023,22-11-2024 16:47,612.81,Home Goods,3
902,Sarah Miller,sarah.miller@test.org,(540) 059-4552,52,Female,San Diego,Germany,12-01-2024,07-07-2025 11:13,197.98,Sports,2
532,David Miller,david.miller@example.com,7083883179,37,Female,,Narnia,25-06-2020,,517.44,Clothing,2
8,Mary Wilson,mary.wilson@test.org,(169) 748-4031,44,Other,Houston,France,08-12-2021,01-04-2022 15:16,67.36,Electronics,2
476,Jane Davis,jane.davis@test.org,(484) 346-9586,61,Male,San Diego,Mexico,09-09-2021,15-06-2025 01:06,,Home Goods,5
707,Jane Brown,jane.brown@test.org,(440) 406-4803,24,male,Chicago,UK,21-11-2022,,120.27,Sports,5
695,Mary Jones,mary.jones@test.org,410-413-0180,39,Male,San Diego,Mexico,21-08-2024,17-04-2025 07:39,483.77,F00d,2
241,Jane Miller,jane.miller@example.com,'+1 434 824 7552,40,Male,Los Angeles,Canada,09-10-2023,08-01-2025 03:22,173.82,Books,5
218,John Brown,john.brown@example.com,,41,FEMALE,Philadelphia,France,02/21/2021,15-05-2021 09:34,883.51,Cl0thing,5
538,Mary Miller,mary.miller@example.com,(620) 921-3859,57,Female,Philadelphia,Mexico,08-10-2021,05-06-2023 10:24,551.34,Books,5
976,John Miller,john.miller@test.org,2111706418,67,Other,Philadelphia,Mexico,19-03-2025,18-04-2025 12:26,195.98,Home Goods,5
518,Sarah Doe,sarah.doe@example.com,1242125153,23,Male,Chicago,Canada,28-09-2024,08-10-2024 16:50,169.79,Sports,1
300,John Davis,john.davis@example.com,'+1 606 623 0613,31,Male,,UK,11/30/2023,16-01-2025 09:26,794.81,Books,1
453,Mary Miller,,'+1 616 458 8068,65,FEMALE,Los Angeles,France,11-03-2021,21-04-2021 17:19,939.8,Sports,2
36,Michael Wilson,michael.wilson@example.com,(647) 594-2536,22,Male,Philadelphia,Canada,21-07-2025,26-07-2025 07:17,842.13,Home Goods,1
501,Emily Smith,emily.smith@example.com,'+1 440 798 2117,55,Other,Chicago,Canada,18-02-2024,27-10-2024 22:13,419.33,Sports,5
449,Mary Wilson,mary.wilson@test.org,7272392793,38,Other,Chicago,Mexico,01-04-2024,03/22/2025 08:07,336.82,Food,1
217,Jane Miller,jane.millerexample.com,6583762888,27,Female,,Australia,06-03-2022,10/14/2024 11:36,103.81,Electronics,3
30,  David Smith  ,david.smith@test.org,071-233-6052,31,Other,Chicago,France,01-05-2021,12/30/2022 08:00,900.96,Sports,5
50,John Wilson,john.wilson@mail.net,'+1 729 740 1208,55,Other, New York ,UK,06-09-2023,01-09-2024 13:48,577.93,Electronics,3
23,Sarah Wilson,sarah.wilson@mail.net,567-706-8043,29,Female,Los Angeles,Germany,21-04-2020,15-04-2025 23:41,920.99,Electronics,1
492,Sarah Smith,sarah.smith@mail.net,832290461,47,Other,Chicago,Canada,07-03-2020,05-11-2023 22:18,186.6,Sports,3
641,David Williams,david.williams@test.org,748-362-4894,54,Male,Chicago,India,03-02-2023,08-07-2024 18:24,273.77,Food,4
188,Mary Miller,mary.miller@mail.net,915-496-3860,40,OTHER,New York,Canada,26-08-2022,06-03-2025 02:34,334.3,Food,1
656,Emily Jones,emily.jones@mail.net,'+1 738 657 7738,25,Male,Phoenix,USA,27-01-2025,27-07-2025 05:25,296.25,Home Goods,5
190,Peter Brown,peter.brown@mail.net,977-820-5408,26,male,Philadelphia,Mexico,10-11-2021,28-08-2022 13:29,831.95,Sports,3
193,Emily Williams,emily.williams@test.org,664-543-9518,56,Male,Phoenix,Germany,22-01-2021,07/26/2024 09:21,349.82,Home Goods,2
980,J@ne Willi@ms,jane.williams@mail.net,(499) 944-6231,62,Male,Phoenix,UK,04/29/2024,01/30/2025 05:02,26.6,Food,3
114,Sarah Brown,sarah.brown@example.com,,65,Male,Phoenix,India,08/22/2023,05/16/2024 22:27,627.38,Books,2
751,Jane Smith,jane.smith@test.org,,30,Male,New York,Australia,28-01-2023,09-11-2023 15:13,453.03,Electronics,5
